Dátum,Termék,Kategória,Eladott mennyiség (db),Egységár (Ft),Napi árbevétel (Ft),Év,Hónap,Hét napja
2024-05-02,Muffin,Édesség,58,410,23780,2024,5,Thursday
2024-05-02,Szendvics,Egyéb,29,960,27840,2024,5,Thursday
2024-05-02,Baguette,Kenyér,26,700,18200,2024,5,Thursday
2024-05-03,Fehér kenyér,Kenyér,67,865,57955,2024,5,Friday
2024-05-03,Félbarna kenyér,Kenyér,47,920,43240,2024,5,Friday
2024-05-03,Teljes kiőrlésű kenyér,Kenyér,34,1025,34850,2024,5,Friday
2024-05-03,Zsemle (db),Pékáru,457,95,43415,2024,5,Friday
2024-05-03,Kifli (db),Pékáru,426,90,38340,2024,5,Friday
2024-05-03,Vajas croissant,Édesség,80,485,38800,2024,5,Friday
2024-05-03,Csokis croissant,Édesség,68,530,36040,2024,5,Friday
2024-05-03,Túrós batyu,Édesség,73,455,33215,2024,5,Friday
2024-05-03,Sajtos pogácsa,Pékáru,196,160,31360,2024,5,Friday
2024-05-03,Fonott kalács,Kenyér,21,1295,27195,2024,5,Friday
2024-05-03,Mákos rétes,Édesség,65,380,24700,2024,5,Friday
2024-05-03,Diós rétes,Édesség,67,380,25460,2024,5,Friday
2024-05-03,Muffin,Édesség,57,410,23370,2024,5,Friday
2024-05-03,Szendvics,Egyéb,26,960,24960,2024,5,Friday
2024-05-03,Baguette,Kenyér,28,700,19600,2024,5,Friday
2024-05-04,Fehér kenyér,Kenyér,98,865,84770,2024,5,Saturday
2024-05-04,Félbarna kenyér,Kenyér,67,920,61640,2024,5,Saturday
2024-05-04,Teljes kiőrlésű kenyér,Kenyér,49,1025,50225,2024,5,Saturday
2024-05-04,Zsemle (db),Pékáru,644,95,61180,2024,5,Saturday
2024-05-04,Kifli (db),Pékáru,638,90,57420,2024,5,Saturday
2024-05-04,Vajas croissant,Édesség,119,485,57715,2024,5,Saturday
2024-05-04,Csokis croissant,Édesség,95,530,50350,2024,5,Saturday
2024-05-04,Túrós batyu,Édesség,104,455,47320,2024,5,Saturday
2024-05-04,Sajtos pogácsa,Pékáru,294,160,47040,2024,5,Saturday
2024-05-04,Fonott kalács,Kenyér,32,1295,41440,2024,5,Saturday
2024-05-04,Mákos rétes,Édesség,89,380,33820,2024,5,Saturday
2024-05-04,Diós rétes,Édesség,99,380,37620,2024,5,Saturday
2024-05-04,Muffin,Édesség,88,410,36080,2024,5,Saturday
2024-05-04,Szendvics,Egyéb,42,960,40320,2024,5,Saturday
2024-05-04,Baguette,Kenyér,41,700,28700,2024,5,Saturday
2024-05-06,Fehér kenyér,Kenyér,61,865,52765,2024,5,Monday
2024-05-06,Félbarna kenyér,Kenyér,46,920,42320,2024,5,Monday
2024-05-06,Teljes kiőrlésű kenyér,Kenyér,31,1025,31775,2024,5,Monday
2024-05-06,Zsemle (db),Pékáru,387,95,36765,2024,5,Monday
2024-05-06,Kifli (db),Pékáru,385,90,34650,2024,5,Monday
2024-05-06,Vajas croissant,Édesség,73,485,35405,2024,5,Monday
2024-05-06,Csokis croissant,Édesség,58,530,30740,2024,5,Monday
2024-05-06,Túrós batyu,Édesség,64,455,29120,2024,5,Monday
2024-05-06,Sajtos pogácsa,Pékáru,162,160,25920,2024,5,Monday
2024-05-06,Fonott kalács,Kenyér,20,1295,25900,2024,5,Monday
2024-05-06,Mákos rétes,Édesség,60,380,22800,2024,5,Monday
2024-05-06,Diós rétes,Édesség,58,380,22040,2024,5,Monday
2024-05-06,Muffin,Édesség,52,410,21320,2024,5,Monday
2024-05-06,Szendvics,Egyéb,25,960,24000,2024,5,Monday
2024-05-06,Baguette,Kenyér,27,700,18900,2024,5,Monday
2024-05-07,Fehér kenyér,Kenyér,65,865,56225,2024,5,Tuesday
2024-05-07,Félbarna kenyér,Kenyér,47,920,43240,2024,5,Tuesday
2024-05-07,Teljes kiőrlésű kenyér,Kenyér,31,1025,31775,2024,5,Tuesday
2024-05-07,Zsemle (db),Pékáru,405,95,38475,2024,5,Tuesday
2024-05-07,Kifli (db),Pékáru,391,90,35190,2024,5,Tuesday
2024-05-07,Vajas croissant,Édesség,70,485,33950,2024,5,Tuesday
2024-05-07,Csokis croissant,Édesség,65,530,34450,2024,5,Tuesday
2024-05-07,Túrós batyu,Édesség,72,455,32760,2024,5,Tuesday
2024-05-07,Sajtos pogácsa,Pékáru,194,160,31040,2024,5,Tuesday
2024-05-07,Fonott kalács,Kenyér,19,1295,24605,2024,5,Tuesday
2024-05-07,Mákos rétes,Édesség,66,380,25080,2024,5,Tuesday
2024-05-07,Diós rétes,Édesség,58,380,22040,2024,5,Tuesday
2024-05-07,Muffin,Édesség,57,410,23370,2024,5,Tuesday
2024-05-07,Szendvics,Egyéb,28,960,26880,2024,5,Tuesday
2024-05-07,Baguette,Kenyér,23,700,16100,2024,5,Tuesday
2024-05-08,Fehér kenyér,Kenyér,59,865,51035,2024,5,Wednesday
2024-05-08,Félbarna kenyér,Kenyér,41,920,37720,2024,5,Wednesday
2024-05-08,Teljes kiőrlésű kenyér,Kenyér,27,1025,27675,2024,5,Wednesday
2024-05-08,Zsemle (db),Pékáru,380,95,36100,2024,5,Wednesday
2024-05-08,Kifli (db),Pékáru,373,90,33570,2024,5,Wednesday
2024-05-08,Vajas croissant,Édesség,66,485,32010,2024,5,Wednesday
2024-05-08,Csokis croissant,Édesség,57,530,30210,2024,5,Wednesday
2024-05-08,Túrós batyu,Édesség,63,455,28665,2024,5,Wednesday
2024-05-08,Sajtos pogácsa,Pékáru,166,160,26560,2024,5,Wednesday
2024-05-08,Fonott kalács,Kenyér,17,1295,22015,2024,5,Wednesday
2024-05-08,Mákos rétes,Édesség,58,380,22040,2024,5,Wednesday
2024-05-08,Diós rétes,Édesség,53,380,20140,2024,5,Wednesday
2024-05-08,Muffin,Édesség,49,410,20090,2024,5,Wednesday
2024-05-08,Szendvics,Egyéb,24,960,23040,2024,5,Wednesday
2024-05-08,Baguette,Kenyér,25,700,17500,2024,5,Wednesday
2024-05-09,Fehér kenyér,Kenyér,71,865,61415,2024,5,Thursday
2024-05-09,Félbarna kenyér,Kenyér,53,920,48760,2024,5,Thursday
2024-05-09,Teljes kiőrlésű kenyér,Kenyér,37,1025,37925,2024,5,Thursday
2024-05-09,Zsemle (db),Pékáru,467,95,44365,2024,5,Thursday
2024-05-09,Kifli (db),Pékáru,459,90,41310,2024,5,Thursday
2024-05-09,Vajas croissant,Édesség,87,485,42195,2024,5,Thursday
2024-05-09,Csokis croissant,Édesség,71,530,37630,2024,5,Thursday
2024-05-09,Túrós batyu,Édesség,71,455,32305,2024,5,Thursday
2024-05-09,Sajtos pogácsa,Pékáru,200,160,32000,2024,5,Thursday
2024-05-09,Fonott kalács,Kenyér,26,1295,33670,2024,5,Thursday
2024-05-09,Mákos rétes,Édesség,69,380,26220,2024,5,Thursday
2024-05-09,Diós rétes,Édesség,67,380,25460,2024,5,Thursday
2024-05-09,Muffin,Édesség,65,410,26650,2024,5,Thursday
2024-05-09,Szendvics,Egyéb,30,960,28800,2024,5,Thursday
2024-05-09,Baguette,Kenyér,34,700,23800,2024,5,Thursday
2024-05-10,Fehér kenyér,Kenyér,86,865,74390,2024,5,Friday
2024-05-10,Félbarna kenyér,Kenyér,59,920,54280,2024,5,Friday
2024-05-10,Teljes kiőrlésű kenyér,Kenyér,43,1025,44075,2024,5,Friday
2024-05-10,Zsemle (db),Pékáru,537,95,51015,2024,5,Friday
2024-05-10,Kifli (db),Pékáru,534,90,48060,2024,5,Friday
2024-05-10,Vajas croissant,Édesség,99,485,48015,2024,5,Friday
2024-05-10,Csokis croissant,Édesség,85,530,45050,2024,5,Friday
2024-05-10,Túrós batyu,Édesség,94,455,42770,2024,5,Friday
2024-05-10,Sajtos pogácsa,Pékáru,257,160,41120,2024,5,Friday
2024-05-10,Fonott kalács,Kenyér,28,1295,36260,2024,5,Friday
2024-05-10,Mákos rétes,Édesség,81,380,30780,2024,5,Friday
2024-05-10,Diós rétes,Édesség,82,380,31160,2024,5,Friday
2024-05-10,Muffin,Édesség,82,410,33620,2024,5,Friday
2024-05-10,Szendvics,Egyéb,38,960,36480,2024,5,Friday
2024-05-10,Baguette,Kenyér,33,700,23100,2024,5,Friday
2024-05-11,Fehér kenyér,Kenyér,83,865,71795,2024,5,Saturday
2024-05-11,Félbarna kenyér,Kenyér,64,920,58880,2024,5,Saturday
2024-05-11,Teljes kiőrlésű kenyér,Kenyér,43,1025,44075,2024,5,Saturday
2024-05-11,Zsemle (db),Pékáru,578,95,54910,2024,5,Saturday
2024-05-11,Kifli (db),Pékáru,545,90,49050,2024,5,Saturday
2024-05-11,Vajas croissant,Édesség,99,485,48015,2024,5,Saturday
2024-05-11,Csokis croissant,Édesség,82,530,43460,2024,5,Saturday
2024-05-11,Túrós batyu,Édesség,83,455,37765,2024,5,Saturday
2024-05-11,Sajtos pogácsa,Pékáru,241,160,38560,2024,5,Saturday
2024-05-11,Fonott kalács,Kenyér,25,1295,32375,2024,5,Saturday
2024-05-11,Mákos rétes,Édesség,75,380,28500,2024,5,Saturday
2024-05-11,Diós rétes,Édesség,74,380,28120,2024,5,Saturday
2024-05-11,Muffin,Édesség,74,410,30340,2024,5,Saturday
2024-05-11,Szendvics,Egyéb,35,960,33600,2024,5,Saturday
2024-05-11,Baguette,Kenyér,33,700,23100,2024,5,Saturday
2024-05-13,Fehér kenyér,Kenyér,67,865,57955,2024,5,Monday
2024-05-13,Félbarna kenyér,Kenyér,47,920,43240,2024,5,Monday
2024-05-13,Teljes kiőrlésű kenyér,Kenyér,34,1025,34850,2024,5,Monday
2024-05-13,Zsemle (db),Pékáru,431,95,40945,2024,5,Monday
2024-05-13,Kifli (db),Pékáru,447,90,40230,2024,5,Monday
2024-05-13,Vajas croissant,Édesség,76,485,36860,2024,5,Monday
2024-05-13,Csokis croissant,Édesség,61,530,32330,2024,5,Monday
2024-05-13,Túrós batyu,Édesség,63,455,28665,2024,5,Monday
2024-05-13,Sajtos pogácsa,Pékáru,193,160,30880,2024,5,Monday
2024-05-13,Fonott kalács,Kenyér,21,1295,27195,2024,5,Monday
2024-05-13,Mákos rétes,Édesség,61,380,23180,2024,5,Monday
2024-05-13,Diós rétes,Édesség,62,380,23560,2024,5,Monday
2024-05-13,Muffin,Édesség,60,410,24600,2024,5,Monday
2024-05-13,Szendvics,Egyéb,29,960,27840,2024,5,Monday
2024-05-13,Baguette,Kenyér,29,700,20300,2024,5,Monday
2024-05-14,Fehér kenyér,Kenyér,61,865,52765,2024,5,Tuesday
2024-05-14,Félbarna kenyér,Kenyér,44,920,40480,2024,5,Tuesday
2024-05-14,Teljes kiőrlésű kenyér,Kenyér,31,1025,31775,2024,5,Tuesday
2024-05-14,Zsemle (db),Pékáru,398,95,37810,2024,5,Tuesday
2024-05-14,Kifli (db),Pékáru,379,90,34110,2024,5,Tuesday
2024-05-14,Vajas croissant,Édesség,70,485,33950,2024,5,Tuesday
2024-05-14,Csokis croissant,Édesség,60,530,31800,2024,5,Tuesday
2024-05-14,Túrós batyu,Édesség,64,455,29120,2024,5,Tuesday
2024-05-14,Sajtos pogácsa,Pékáru,185,160,29600,2024,5,Tuesday
2024-05-14,Fonott kalács,Kenyér,18,1295,23310,2024,5,Tuesday
2024-05-14,Mákos rétes,Édesség,57,380,21660,2024,5,Tuesday
2024-05-14,Diós rétes,Édesség,53,380,20140,2024,5,Tuesday
2024-05-14,Muffin,Édesség,55,410,22550,2024,5,Tuesday
2024-05-14,Szendvics,Egyéb,27,960,25920,2024,5,Tuesday
2024-05-14,Baguette,Kenyér,27,700,18900,2024,5,Tuesday
2024-05-15,Fehér kenyér,Kenyér,66,865,57090,2024,5,Wednesday
2024-05-15,Félbarna kenyér,Kenyér,47,920,43240,2024,5,Wednesday
2024-05-15,Teljes kiőrlésű kenyér,Kenyér,32,1025,32800,2024,5,Wednesday
2024-05-15,Zsemle (db),Pékáru,431,95,40945,2024,5,Wednesday
2024-05-15,Kifli (db),Pékáru,403,90,36270,2024,5,Wednesday
2024-05-15,Vajas croissant,Édesség,73,485,35405,2024,5,Wednesday
2024-05-15,Csokis croissant,Édesség,64,530,33920,2024,5,Wednesday
2024-05-15,Túrós batyu,Édesség,69,455,31395,2024,5,Wednesday
2024-05-15,Sajtos pogácsa,Pékáru,177,160,28320,2024,5,Wednesday
2024-05-15,Fonott kalács,Kenyér,19,1295,24605,2024,5,Wednesday
2024-05-15,Mákos rétes,Édesség,57,380,21660,2024,5,Wednesday
2024-05-15,Diós rétes,Édesség,61,380,23180,2024,5,Wednesday
2024-05-15,Muffin,Édesség,63,410,25830,2024,5,Wednesday
2024-05-15,Szendvics,Egyéb,30,960,28800,2024,5,Wednesday
2024-05-15,Baguette,Kenyér,29,700,20300,2024,5,Wednesday
2024-05-16,Fehér kenyér,Kenyér,53,865,45845,2024,5,Thursday
2024-05-16,Félbarna kenyér,Kenyér,41,920,37720,2024,5,Thursday
2024-05-16,Teljes kiőrlésű kenyér,Kenyér,29,1025,29725,2024,5,Thursday
2024-05-16,Zsemle (db),Pékáru,340,95,32300,2024,5,Thursday
2024-05-16,Kifli (db),Pékáru,338,90,30420,2024,5,Thursday
2024-05-16,Vajas croissant,Édesség,65,485,31525,2024,5,Thursday
2024-05-16,Csokis croissant,Édesség,55,530,29150,2024,5,Thursday
2024-05-16,Túrós batyu,Édesség,54,455,24570,2024,5,Thursday
2024-05-16,Sajtos pogácsa,Pékáru,161,160,25760,2024,5,Thursday
2024-05-16,Fonott kalács,Kenyér,17,1295,22015,2024,5,Thursday
2024-05-16,Mákos rétes,Édesség,44,380,16720,2024,5,Thursday
2024-05-16,Diós rétes,Édesség,51,380,19380,2024,5,Thursday
2024-05-16,Muffin,Édesség,47,410,19270,2024,5,Thursday
2024-05-16,Szendvics,Egyéb,25,960,24000,2024,5,Thursday
2024-05-16,Baguette,Kenyér,23,700,16100,2024,5,Thursday
2024-05-17,Fehér kenyér,Kenyér,80,865,69200,2024,5,Friday
2024-05-17,Félbarna kenyér,Kenyér,60,920,55200,2024,5,Friday
2024-05-17,Teljes kiőrlésű kenyér,Kenyér,40,1025,41000,2024,5,Friday
2024-05-17,Zsemle (db),Pékáru,494,95,46930,2024,5,Friday
2024-05-17,Kifli (db),Pékáru,485,90,43650,2024,5,Friday
2024-05-17,Vajas croissant,Édesség,88,485,42680,2024,5,Friday
2024-05-17,Csokis croissant,Édesség,75,530,39750,2024,5,Friday
2024-05-17,Túrós batyu,Édesség,78,455,35490,2024,5,Friday
2024-05-17,Sajtos pogácsa,Pékáru,219,160,35040,2024,5,Friday
2024-05-17,Fonott kalács,Kenyér,25,1295,32375,2024,5,Friday
2024-05-17,Mákos rétes,Édesség,66,380,25080,2024,5,Friday
2024-05-17,Diós rétes,Édesség,82,380,31160,2024,5,Friday
2024-05-17,Muffin,Édesség,66,410,27060,2024,5,Friday
2024-05-17,Szendvics,Egyéb,33,960,31680,2024,5,Friday
2024-05-17,Baguette,Kenyér,37,700,25900,2024,5,Friday
2024-05-18,Fehér kenyér,Kenyér,97,865,83905,2024,5,Saturday
2024-05-18,Félbarna kenyér,Kenyér,67,920,61640,2024,5,Saturday
2024-05-18,Teljes kiőrlésű kenyér,Kenyér,46,1025,47150,2024,5,Saturday
2024-05-18,Zsemle (db),Pékáru,633,95,60135,2024,5,Saturday
2024-05-18,Kifli (db),Pékáru,617,90,55530,2024,5,Saturday
2024-05-18,Vajas croissant,Édesség,107,485,51895,2024,5,Saturday
2024-05-18,Csokis croissant,Édesség,96,530,50880,2024,5,Saturday
2024-05-18,Túrós batyu,Édesség,88,455,40040,2024,5,Saturday
2024-05-18,Sajtos pogácsa,Pékáru,290,160,46400,2024,5,Saturday
2024-05-18,Fonott kalács,Kenyér,30,1295,38850,2024,5,Saturday
2024-05-18,Mákos rétes,Édesség,95,380,36100,2024,5,Saturday
2024-05-18,Diós rétes,Édesség,91,380,34580,2024,5,Saturday
2024-05-18,Muffin,Édesség,79,410,32390,2024,5,Saturday
2024-05-18,Szendvics,Egyéb,39,960,37440,2024,5,Saturday
2024-05-18,Baguette,Kenyér,39,700,27300,2024,5,Saturday
2024-05-20,Fehér kenyér,Kenyér,50,865,43250,2024,5,Monday
2024-05-20,Félbarna kenyér,Kenyér,37,920,34040,2024,5,Monday
2024-05-20,Teljes kiőrlésű kenyér,Kenyér,23,1025,23575,2024,5,Monday
2024-05-20,Zsemle (db),Pékáru,324,95,30780,2024,5,Monday
2024-05-20,Kifli (db),Pékáru,316,90,28440,2024,5,Monday
2024-05-20,Vajas croissant,Édesség,55,485,26675,2024,5,Monday
2024-05-20,Csokis croissant,Édesség,49,530,25970,2024,5,Monday
2024-05-20,Túrós batyu,Édesség,53,455,24115,2024,5,Monday
2024-05-20,Sajtos pogácsa,Pékáru,148,160,23680,2024,5,Monday
2024-05-20,Fonott kalács,Kenyér,16,1295,20720,2024,5,Monday
2024-05-20,Mákos rétes,Édesség,48,380,18240,2024,5,Monday
2024-05-20,Diós rétes,Édesség,44,380,16720,2024,5,Monday
2024-05-20,Muffin,Édesség,49,410,20090,2024,5,Monday
2024-05-20,Szendvics,Egyéb,19,960,18240,2024,5,Monday
2024-05-20,Baguette,Kenyér,22,700,15400,2024,5,Monday
2024-05-21,Fehér kenyér,Kenyér,50,865,43250,2024,5,Tuesday
2024-05-21,Félbarna kenyér,Kenyér,36,920,33120,2024,5,Tuesday
2024-05-21,Teljes kiőrlésű kenyér,Kenyér,24,1025,24600,2024,5,Tuesday
2024-05-21,Zsemle (db),Pékáru,337,95,32015,2024,5,Tuesday
2024-05-21,Kifli (db),Pékáru,296,90,26640,2024,5,Tuesday
2024-05-21,Vajas croissant,Édesség,57,485,27645,2024,5,Tuesday
2024-05-21,Csokis croissant,Édesség,48,530,25440,2024,5,Tuesday
2024-05-21,Túrós batyu,Édesség,51,455,23205,2024,5,Tuesday
2024-05-21,Sajtos pogácsa,Pékáru,146,160,23360,2024,5,Tuesday
2024-05-21,Fonott kalács,Kenyér,16,1295,20720,2024,5,Tuesday
2024-05-21,Mákos rétes,Édesség,58,380,22040,2024,5,Tuesday
2024-05-21,Diós rétes,Édesség,49,380,18620,2024,5,Tuesday
2024-05-21,Muffin,Édesség,43,410,17630,2024,5,Tuesday
2024-05-21,Szendvics,Egyéb,22,960,21120,2024,5,Tuesday
2024-05-21,Baguette,Kenyér,21,700,14700,2024,5,Tuesday
2024-05-22,Fehér kenyér,Kenyér,45,865,38925,2024,5,Wednesday
2024-05-22,Félbarna kenyér,Kenyér,32,920,29440,2024,5,Wednesday
2024-05-22,Teljes kiőrlésű kenyér,Kenyér,23,1025,23575,2024,5,Wednesday
2024-05-22,Zsemle (db),Pékáru,286,95,27170,2024,5,Wednesday
2024-05-22,Kifli (db),Pékáru,285,90,25650,2024,5,Wednesday
2024-05-22,Vajas croissant,Édesség,55,485,26675,2024,5,Wednesday
2024-05-22,Csokis croissant,Édesség,43,530,22790,2024,5,Wednesday
2024-05-22,Túrós batyu,Édesség,42,455,19110,2024,5,Wednesday
2024-05-22,Sajtos pogácsa,Pékáru,135,160,21600,2024,5,Wednesday
2024-05-22,Fonott kalács,Kenyér,14,1295,18130,2024,5,Wednesday
2024-05-22,Mákos rétes,Édesség,42,380,15960,2024,5,Wednesday
2024-05-22,Diós rétes,Édesség,50,380,19000,2024,5,Wednesday
2024-05-22,Muffin,Édesség,42,410,17220,2024,5,Wednesday
2024-05-22,Szendvics,Egyéb,21,960,20160,2024,5,Wednesday
2024-05-22,Baguette,Kenyér,19,700,13300,2024,5,Wednesday
2024-05-23,Fehér kenyér,Kenyér,63,865,54495,2024,5,Thursday
2024-05-23,Félbarna kenyér,Kenyér,41,920,37720,2024,5,Thursday
2024-05-23,Teljes kiőrlésű kenyér,Kenyér,27,1025,27675,2024,5,Thursday
2024-05-23,Zsemle (db),Pékáru,414,95,39330,2024,5,Thursday
2024-05-23,Kifli (db),Pékáru,342,90,30780,2024,5,Thursday
2024-05-23,Vajas croissant,Édesség,67,485,32495,2024,5,Thursday
2024-05-23,Csokis croissant,Édesség,58,530,30740,2024,5,Thursday
2024-05-23,Túrós batyu,Édesség,58,455,26390,2024,5,Thursday
2024-05-23,Sajtos pogácsa,Pékáru,163,160,26080,2024,5,Thursday
2024-05-23,Fonott kalács,Kenyér,18,1295,23310,2024,5,Thursday
2024-05-23,Mákos rétes,Édesség,55,380,20900,2024,5,Thursday
2024-05-23,Diós rétes,Édesség,55,380,20900,2024,5,Thursday
2024-05-23,Muffin,Édesség,55,410,22550,2024,5,Thursday
2024-05-23,Szendvics,Egyéb,26,960,24960,2024,5,Thursday
2024-05-23,Baguette,Kenyér,25,700,17500,2024,5,Thursday
2024-05-24,Fehér kenyér,Kenyér,80,865,69200,2024,5,Friday
2024-05-24,Félbarna kenyér,Kenyér,52,920,47840,2024,5,Friday
2024-05-24,Teljes kiőrlésű kenyér,Kenyér,39,1025,39975,2024,5,Friday
2024-05-24,Zsemle (db),Pékáru,518,95,49210,2024,5,Friday
2024-05-24,Kifli (db),Pékáru,479,90,43110,2024,5,Friday
2024-05-24,Vajas croissant,Édesség,90,485,43650,2024,5,Friday
2024-05-24,Csokis croissant,Édesség,80,530,42400,2024,5,Friday
2024-05-24,Túrós batyu,Édesség,76,455,34580,2024,5,Friday
2024-05-24,Sajtos pogácsa,Pékáru,238,160,38080,2024,5,Friday
2024-05-24,Fonott kalács,Kenyér,27,1295,34965,2024,5,Friday
2024-05-24,Mákos rétes,Édesség,72,380,27360,2024,5,Friday
2024-05-24,Diós rétes,Édesség,69,380,26220,2024,5,Friday
2024-05-24,Muffin,Édesség,66,410,27060,2024,5,Friday
2024-05-24,Szendvics,Egyéb,37,960,35520,2024,5,Friday
2024-05-24,Baguette,Kenyér,32,700,22400,2024,5,Friday
2024-05-25,Fehér kenyér,Kenyér,98,865,84770,2024,5,Saturday
2024-05-25,Félbarna kenyér,Kenyér,68,920,62560,2024,5,Saturday
2024-05-25,Teljes kiőrlésű kenyér,Kenyér,49,1025,50225,2024,5,Saturday
2024-05-25,Zsemle (db),Pékáru,647,95,61465,2024,5,Saturday
2024-05-25,Kifli (db),Pékáru,660,90,59400,2024,5,Saturday
2024-05-25,Vajas croissant,Édesség,114,485,55290,2024,5,Saturday
2024-05-25,Csokis croissant,Édesség,98,530,51940,2024,5,Saturday
2024-05-25,Túrós batyu,Édesség,97,455,44135,2024,5,Saturday
2024-05-25,Sajtos pogácsa,Pékáru,269,160,43040,2024,5,Saturday
2024-05-25,Fonott kalács,Kenyér,34,1295,44030,2024,5,Saturday
2024-05-25,Mákos rétes,Édesség,94,380,35720,2024,5,Saturday
2024-05-25,Diós rétes,Édesség,97,380,36860,2024,5,Saturday
2024-05-25,Muffin,Édesség,87,410,35670,2024,5,Saturday
2024-05-25,Szendvics,Egyéb,39,960,37440,2024,5,Saturday
2024-05-25,Baguette,Kenyér,46,700,32200,2024,5,Saturday
2024-05-27,Fehér kenyér,Kenyér,61,865,52765,2024,5,Monday
2024-05-27,Félbarna kenyér,Kenyér,46,920,42320,2024,5,Monday
2024-05-27,Teljes kiőrlésű kenyér,Kenyér,29,1025,29725,2024,5,Monday
2024-05-27,Zsemle (db),Pékáru,385,95,36575,2024,5,Monday
2024-05-27,Kifli (db),Pékáru,377,90,33930,2024,5,Monday
2024-05-27,Vajas croissant,Édesség,69,485,33465,2024,5,Monday
2024-05-27,Csokis croissant,Édesség,57,530,30210,2024,5,Monday
2024-05-27,Túrós batyu,Édesség,71,455,32305,2024,5,Monday
2024-05-27,Sajtos pogácsa,Pékáru,179,160,28640,2024,5,Monday
2024-05-27,Fonott kalács,Kenyér,18,1295,23310,2024,5,Monday
2024-05-27,Mákos rétes,Édesség,54,380,20520,2024,5,Monday
2024-05-27,Diós rétes,Édesség,55,380,20900,2024,5,Monday
2024-05-27,Muffin,Édesség,52,410,21320,2024,5,Monday
2024-05-27,Szendvics,Egyéb,28,960,26880,2024,5,Monday
2024-05-27,Baguette,Kenyér,28,700,19600,2024,5,Monday
2024-05-28,Fehér kenyér,Kenyér,68,865,58820,2024,5,Tuesday
2024-05-28,Félbarna kenyér,Kenyér,46,920,42320,2024,5,Tuesday
2024-05-28,Teljes kiőrlésű kenyér,Kenyér,34,1025,34850,2024,5,Tuesday
2024-05-28,Zsemle (db),Pékáru,412,95,39140,2024,5,Tuesday
2024-05-28,Kifli (db),Pékáru,417,90,37530,2024,5,Tuesday
2024-05-28,Vajas croissant,Édesség,79,485,38315,2024,5,Tuesday
2024-05-28,Csokis croissant,Édesség,66,530,34980,2024,5,Tuesday
2024-05-28,Túrós batyu,Édesség,69,455,31395,2024,5,Tuesday
2024-05-28,Sajtos pogácsa,Pékáru,195,160,31200,2024,5,Tuesday
2024-05-28,Fonott kalács,Kenyér,21,1295,27195,2024,5,Tuesday
2024-05-28,Mákos rétes,Édesség,58,380,22040,2024,5,Tuesday
2024-05-28,Diós rétes,Édesség,58,380,22040,2024,5,Tuesday
2024-05-28,Muffin,Édesség,62,410,25420,2024,5,Tuesday
2024-05-28,Szendvics,Egyéb,30,960,28800,2024,5,Tuesday
2024-05-28,Baguette,Kenyér,27,700,18900,2024,5,Tuesday
2024-05-29,Fehér kenyér,Kenyér,50,865,43250,2024,5,Wednesday
2024-05-29,Félbarna kenyér,Kenyér,36,920,33120,2024,5,Wednesday
2024-05-29,Teljes kiőrlésű kenyér,Kenyér,25,1025,25625,2024,5,Wednesday
2024-05-29,Zsemle (db),Pékáru,331,95,31445,2024,5,Wednesday
2024-05-29,Kifli (db),Pékáru,302,90,27180,2024,5,Wednesday
2024-05-29,Vajas croissant,Édesség,56,485,27160,2024,5,Wednesday
2024-05-29,Csokis croissant,Édesség,50,530,26500,2024,5,Wednesday
2024-05-29,Túrós batyu,Édesség,47,455,21385,2024,5,Wednesday
2024-05-29,Sajtos pogácsa,Pékáru,147,160,23520,2024,5,Wednesday
2024-05-29,Fonott kalács,Kenyér,17,1295,22015,2024,5,Wednesday
2024-05-29,Mákos rétes,Édesség,47,380,17860,2024,5,Wednesday
2024-05-29,Diós rétes,Édesség,46,380,17480,2024,5,Wednesday
2024-05-29,Muffin,Édesség,39,410,15990,2024,5,Wednesday
2024-05-29,Szendvics,Egyéb,21,960,20160,2024,5,Wednesday
2024-05-29,Baguette,Kenyér,20,700,14000,2024,5,Wednesday
2024-05-30,Fehér kenyér,Kenyér,51,865,44115,2024,5,Thursday
2024-05-30,Félbarna kenyér,Kenyér,37,920,34040,2024,5,Thursday
2024-05-30,Teljes kiőrlésű kenyér,Kenyér,25,1025,25625,2024,5,Thursday
2024-05-30,Zsemle (db),Pékáru,316,95,30020,2024,5,Thursday
2024-05-30,Kifli (db),Pékáru,312,90,28080,2024,5,Thursday
2024-05-30,Vajas croissant,Édesség,53,485,25705,2024,5,Thursday
2024-05-30,Csokis croissant,Édesség,53,530,28090,2024,5,Thursday
2024-05-30,Túrós batyu,Édesség,53,455,24115,2024,5,Thursday
2024-05-30,Sajtos pogácsa,Pékáru,142,160,22720,2024,5,Thursday
2024-05-30,Fonott kalács,Kenyér,16,1295,20720,2024,5,Thursday
2024-05-30,Mákos rétes,Édesség,52,380,19760,2024,5,Thursday
2024-05-30,Diós rétes,Édesség,44,380,16720,2024,5,Thursday
2024-05-30,Muffin,Édesség,39,410,15990,2024,5,Thursday
2024-05-30,Szendvics,Egyéb,24,960,23040,2024,5,Thursday
2024-05-30,Baguette,Kenyér,21,700,14700,2024,5,Thursday
2024-05-31,Fehér kenyér,Kenyér,76,865,65740,2024,5,Friday
2024-05-31,Félbarna kenyér,Kenyér,54,920,49680,2024,5,Friday
2024-05-31,Teljes kiőrlésű kenyér,Kenyér,35,1025,35875,2024,5,Friday
